text,binary,multiclass
"oh also, my song with my middle school boyfriend was ���143��� by Bobby Brackins!! i really peaked geez",Not Hope,Sarcasm
"Short, yet pointless.
This is the third post in a row where you have utterly and completely failed to address any of the content of what you have quoted from me.
Lets see if we can make it FOUR!",Not Hope,Sarcasm
"So it doesn't matter that someone dies in their forties from hunger and cold because they are homeless and penniless, whilst another lives in luxury with the best food and medicines until his 80s: they are both equal? What planet do you live on, for it sure aren't the real world...",Not Hope,Sarcasm
"I never thought I'd say this, but I have become one of those people who like bounty bars.",Not Hope,Sarcasm
"I think if you pay any attention, you'll find only hetero characters in Dr. Seuss. I'm sure if there were any suggestion of gay Whos for Horton to hear, the right-wing, anti-gay, pseudo-christians (specific enough for you?) would be trying to ban Seuss, too.",Not Hope,Sarcasm
"studies from 1955, 1961, 1964? i believe that a lot has happened since those years.",Not Hope,Sarcasm
"I think we're seeing a culture war. Hardly seems a fair fight though, since only one side has any.:p",Not Hope,Sarcasm
"Well, I guess you got something there. . . . . .can't put the cart before the hose!!",Not Hope,Sarcasm
"Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas",Not Hope,Sarcasm
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,Not Hope,Sarcasm
"That ""per absorbed photon"" is the giveaway. I would have wanted to say to them ""don't you mean it's energy since the energy it absorbed was the energy of the photon?"" Then they would have said, you silly chemist, don't you know modern physics? emoticonXClown So let me C&P some posts from the thread in another forum, and maybe it'll explain. But this board doesn't allow [tex][/tex] tags to represent equations and greek letters properly so it might not work out so pretty.++++++++++++++++++++++++++++++++++++++++++++++++++ +++++++",Not Hope,Sarcasm
"you ever see those plympton cartoons? where someone's head blows up like a balloon, and their eyes pop out, and then their head collapses in on itself until it looks like a burnt match stick? that's what your post just did to me. it was a fascinating mental experience; so thanks for that, anyway.",Not Hope,Sarcasm
"i tell ya what, move 100 lightyears from earth, now look at it with a telescope. see anything made by man, computers for example? human bodies? ok now come back to earth and look at where you were. see any bodies, any computers, any life? well do ya?",Not Hope,Sarcasm
"so you'd ask mercy for child molesters, torturers, mass murderers, hitler, etc? wow. (the irony with your statement is that christian teaching is exactly what you're saying you'd ask for. a person can be the worst human being imaginable, and if they accept christ on their deathbed, they go to heaven.)",Not Hope,Sarcasm
"man what have you been sniffing? an overdose on prozac perhaps? ever heard of religious freedom? this is not the crusades. who were the ones who flew planes into the twin towers? who was it who caused man,women.children to be burnt to death, or fjump to their death? who is responsile for the nyc firefighter who looks in the mirror and weeps for his fallen comrades? how dare you!",Not Hope,Sarcasm
"You would not celebrate Osama being out of the picture? Maybe not throw a party, but a not even a simple ""yippee!""? 
Yeah, right. What a load.",Not Hope,Sarcasm
"Uhhhh, I just said that I DO JUDGE! So what in the hell are you talking about? You're not well. I didn't bother to adress your points about slavery because there's no point. I disagree with your claims as I suspect would most historians. But it doesn't surprise me that Christians would try to claim that they ended slavery since they also try to falsely claim they founded the country.",Not Hope,Sarcasm
"i love it when straight homophobes tell us what it is to be gay. i am a woman, maybe i should tell all the fellas that it really don't get hurt when they get kicked in the balls. emoticonxrolleyes",Not Hope,Sarcasm
"So if I go out and buy a Brand X car and then regret it a year later, does that mean that nobody should be allowed to go out and buy a Brand X car? Am I entitled to have an opinion and share it with others...sure. However, could others purchase a Brand X car and never regret it...absolutely. Should my negative experience be used to prevent others from engaging in something that they might consider positive? Sounds kinda fascist to me.",Not Hope,Sarcasm
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds �������� https://t.co/1LKHVyupie,Not Hope,Sarcasm
"You know, you and Saddam may have more in common than you might have thought.   But really, I think they may be on to something with Sharia Law. If you steal, they cut off your hand. Pretty good deterent. If you do drugs they execute you. If you commit adultery they stone you to death. But Saddam thought that Sharia law was too harsh to be used in general practice.",Not Hope,Sarcasm
"Well actually I have not seen your point of view expressed anywhere but on these forums. Seems to me if its rising to ascendancy at least ONE scientist somewhere would have recently at least mentioned it. Quick search reveals NO mentions at all. Of course if you say its displacing NDS then I guess I will have to agree - you being a well known biologist and all, but I remain perhaps a bit irrationaly skeptical.",Not Hope,Sarcasm
"welcome to creationistland, where chemical reactions can't be explained or predicted unless we know the origin of the atoms involved. do these people check the labels of all of their food before they eat so that the fruit from bulgaria actually has an impact on their bodies? must be a problem to eat at a restaurant. 'excuse me, sir, but can you tell me where this chicken was raised? if you don't tell me, then i won't get any protein from it.'",Not Hope,Sarcasm
"Here's a fact that you don't have to like: 
New York legalized same sex marriage. 
Awww...is his wittle feewings huwt? Good. It's about time you wake up to the reality that you are in an ever shrinking majority, and like it or not...democracy has been served. 
GO NY!!!",Not Hope,Sarcasm
Just dislocated my fucking knee again while out on a walk ������������ FAB,Not Hope,Sarcasm
me not turning up to work is a feminist movement actually,Not Hope,Sarcasm
I���m really looking forward to not hugging my friends and family through choice rather than by law.,Hope,Sarcasm
LOL. Glad he didn't come across a dung pile while he was fashioning us.,Hope,Sarcasm
"Your god sees no degree of sins. Shaving your beard, baby-rape, etc, are all punishable by death. That is, unless you repent. emoticonXBanghead",Not Hope,Sarcasm
"look. it responded again. i swear, it just gets funnier. look at how far he's managed to fool himself: ' you are pissed at me for simply speaking the undeniable truth. does the truth normally piss you off?' lol. i'm not surprised that a skinhead and potential kkk member thinks that his perspective is absolute while everyone else's is inferior.",Not Hope,Sarcasm
"How many times have the ""evangelicals"" been ""so worried"" about what gay kids and gay parents are doing???
Do you ever wonder why the ""family"" groups are ""so worried"" about them for when they report endlessly on their actions?
",Not Hope,Sarcasm
"You are the one confusing a childs sex with sexual nature.
I just hope your old folks home is not near a school.
Please explain your last sentence( your homophobia is noted).",Hope,Sarcasm
"Oh my goodness. It���s the first week of the summer holidays and Harrison has found his recorder. 

Give.
Me.
Strength.",Hope,Sarcasm
"Well. compared to you, I am a spiritual genus. Well.. so is 95% of the human race.",Not Hope,Sarcasm
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",Not Hope,Sarcasm
How uninteresting must that be for you to intentionally spend time annoying people on the internet?,Not Hope,Sarcasm
You telling me that one day I could have claws come out of my hands?........SWEET!,Hope,Sarcasm
"that's one of the dumbest things i have ever heard. if these dummies don't have a problem with information increasing, but do have a problem with beneficial information increasing, don't you think there is a problem? you included. you don't have a problem with change, only good change bugs you. dumb!",Not Hope,Sarcasm
"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 ����

#evermorealbum 
@taylornation13",Hope,Sarcasm
And you simply can not rely on what you hear on MTV or the radio anymore. They play what's marketable - not necesarily what's good. Clear Channel would not know good music if I shoved it up their XXX and lit it on fire.,Not Hope,Sarcasm
"The inanity in defence of guns continues unabated. The poor shooter probably thought, quite innocently, that his fellow countrymen might be about to shoot him with their concealed carries, he shot them first, a perfectly reasonable response.",Not Hope,Sarcasm
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,Not Hope,Sarcasm
i went outside today and suddenly my depression is cured,Not Hope,Sarcasm
And irrational emotional appeals seldom hold up in the face of logic,Not Hope,Sarcasm
"All science is provisional. For absolutes, we look to your interpretation of your bible. That's always absolute and beyond any correction.
",Not Hope,Sarcasm
"It truly is sad when an opponent is friendlier than an ally, Mega. At least Ian responded in a friendly way, and me and him don't even agree on this issue.",Not Hope,Sarcasm
"If you watch #TheCrown and don���t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",Not Hope,Sarcasm
"Once again - show our exact words where we say that it should negate his arguments against same-sex marriage? His arguments negate themselves and need no help from him, and we do not claim that his hypocrisy negates the arguments - we just point out his hypocrisy.
All I see here is you making wild inferences and speculations on some statements that say nothing of what you are claiming. The ""very first paragraph"" doesn't ""link them"" in the way you are suggesting - it links them to show his hypocrisy. 
SHOW US THE EXACT WORDS - highlight them - where we say what you claim, not some words where you try to connect something that was never said.
Have fun with the strawperson, jim, you seem to enjoy them. emoticonXKill",Not Hope,Sarcasm
"then you are wrong, in a general way! :-) virions (free viruses) are composed of organic molecules: proteins (in their capsids) and nucleic acids (in their cores), and some also have lipids (in their envelopes). what did you think viruses were made of?  excuse me, but i didn't create a false generalization.",Not Hope,Sarcasm
"So, do you spend all of your days as an Obama shill? You have two posts, both anti-McCain. I hope Obama pays well. emoticonXRolleyes",Hope,Sarcasm
"If all women aborted every pregnancy, there would be babies? Maby on your planet...",Hope,Sarcasm
"see simone sweetie that's what i've been talking about. as far as you're concerned liberals are capable of doing absolutely no wrong. even the child raping mayor doesn't get a second look from you. people like you have made left-wing liberals into your religion and you see obama as your veritable messiah. obama could sign an executive order calling for the extermination of 10 million christians, jews and catholics in an effort to wage war on bitter religion clingers and you wouldn't so much as bat an eye at the idea. you really shouldn't so blindly give out your trust to one particular political party dearie. it'll betray you every single time and you'll be too engrained to know what to do. that's why i'm an independent.",Not Hope,Sarcasm
"they wheel out the old 'god made it that way' answer- ignorance is bliss and it makes life so much simpler don't you think?  now, if you were talking fjords, thats a different matter. everyone knows slarty bartfarst designed those emoticonxclown",Not Hope,Sarcasm
"just print out your own posts, my dear james. they'll say it all for me! emoticonxangel",Hope,Sarcasm
it's too bad i forgot how to play my clarinet so close to my recital,Not Hope,Sarcasm
You don't understand words; why the hell was I thinking you'd understand numbers? emoticonXRolleyes,Not Hope,Sarcasm
So being easy to know makes it good? methinks that's not quite right.,Not Hope,Sarcasm
"the same way most people on planet earth dont give a XXXX about american ""football""
",Not Hope,Sarcasm
"How mature: all caps screaming and namecalling.
It's no surprise, though; it's all you have, Archie. You come in here making assertions about souls, so when we challenge you to defend your view... you don't. emoticonXRolleyes",Not Hope,Sarcasm
"Not true. I googled ""helpful mutation"" and got a nice list of examples. I wish creationists would do some research before making wild assertions.",Hope,Sarcasm
"Wow, everyone's just shakin' in their boots that your imaginary god will magick them off the earth! emoticonXKillemoticonXKillemoticonXKillemoticonXBanghead",Hope,Sarcasm
"I see you've met my stalker. Lovely soul, isn't s/he? ;)",Not Hope,Sarcasm
"And to think we almost had cure for cancer, just vanquish the damonic spirits.",Hope,Sarcasm
there���s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. ����,Not Hope,Sarcasm
jack antonoff once ur done with clairo i���m right here sweetie,Hope,Sarcasm
"oh yeah i forgot, the government is out to get you. okay, carry on with your crazy ass. that is absolutely absurd, get fucking real, i just don't trust them. government only cares about one thing, destroying liberties and gaining power! 'the government needs to be exposed because it cannot be trusted to expose itself, the light of day and the light of truth are the best disinfectants for the government.' lies",Not Hope,Sarcasm
Your extremist views are surfacing. It's likely you'd rather follow California into the pits of wierdism.,Hope,Sarcasm
went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic ������������,Not Hope,Sarcasm
"this particular one, formulated the way it is, might well fail. that's why i hope the stupid attorney stops where he is.  where do you get this bizarre idea that the court shies away from 'controversial' issues? ooooo... that's a persuasive legal argument. i'm impressed (not). gay people have been 'earning it' for over 100 years. in the short-term, we may suffer setbacks, in the long-term, there's no stopping us. another unsubstantiated pov that also happens to be untrue. no matter how many times the ditto-heads on the right say it, it remains a fact that the state supreme courts that have recognized the right of same-sex to marry have been dominated by moderate and conservative, republican-appointed judges. of course, they're part of the fading breed of conservatives... the ones who believe in individual rights and freedom.",Hope,Sarcasm
"When I think of the great minds of literature, Ann Coulter is certainly not on the top of my list. In fact, when I think of minds, I don't even think she has one. I hope that you write this in jest, otherwise...I would seriously suggest that you expand you horizons. emoticonXFrazzled",Hope,Sarcasm
So I am thinking it won't be long before we see your butt moving to New England.....look me up when ya get here!,Hope,Sarcasm
"So you are truthful, but I am a liar. Just like you are clever, but I am stupid. You have no respect for me, WW; I've never seen you demonstrate respect for anyone.",Not Hope,Sarcasm
"i'm shocked! how could hunter mislead me so? emoticonxrolleyes given his previous output, i have to confess that i'm not at all surprised that this was a garbage in, garbage out moment. i feel slightly embarrassed at not stopping to consider the preposterous nature of a 14% figure though emoticonxembarrassed",Not Hope,Sarcasm
"Some slightly earlier history shows that Clinton wasn't quite that worried about Bin Laden. In 1996, the CIA had Bin Laden pinpointed on a ranch in Afghanistan. It needed permission ONLY from the Clinton White House (not Congress) to vaporize it - it was in the middle of nowhere. An official from the ""United Arab Emirates"" was with him, that was Clinton's excuse for not doing it. What did he think they were doing, making cookies, or did it dawn on him that they may have been up to no good?
Thanks a lot, William Jefferson Clinton!",Not Hope,Sarcasm
"Alright. Aproximately 0 illegal drug dealers paid income taxes on their drug money. (Unless, of course, they laundered it.)",Not Hope,Sarcasm
"""That's your problem, you're a sanctimonious putz who thinks that because you say something, it must automatically be accepted as the gospel for some reason, without supporting anything you say with actual evidence."" 
Sorry for the language but I wanted to quote you accurately.
You are truly the King of Irony.",Not Hope,Sarcasm
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,Not Hope,Sarcasm
Could you avoid your constant use of strawman`s fallacies please?,Not Hope,Sarcasm
"which post do you think most accurately demonstrates archie's ethics? is it the one(s) where he denigrates gays? the one(s) where he accuses those who disagree with him of being filthy, rotten liars, but is incapable of providing an example of their dishonesty? maybe it's the one(s) where he goes off on an insult laden rant that manages to break damn near every point of the tos? since i've just listed pretty much all of his posts, which one demonstrates archie's impeccable ethics the best? seeing as how you just accused a perfect stranger of having no ethics, simply because he disagreed with you, i'm not surprised you feel a kinship with archie.",Not Hope,Sarcasm
Love a good cry ��������,Hope,Sarcasm
Kind of rude of my stomach to still make whale noises after I���ve given it a whole protein bar,Not Hope,Sarcasm
"how about a Swiss University? they have full automatic weapons in most homes, and target shooting is a national sport.",Not Hope,Sarcasm
"Yeah, I'd say you are wrong. It isn't easy to tell on these forums because we don't have many topics about marriage in vegas.",Not Hope,Sarcasm
"gee, i'm just bowled over by your mature and articulate counterargument.emoticonxrolleyes we all know genitals have nothing to do with sex.",Not Hope,Sarcasm
I suspect a good many monitors and keyboards got cleaned on that one? ;),Not Hope,Sarcasm
That lad was off his guts!!!!!. He is no more addicted to religion then he is to the mental institution in which he escaped from!,Not Hope,Sarcasm
"That's not evolution, that's abiogenesis.   Human memory? How long do you suppose that is?   Decide? Now you're pulling our legs. The rest of the ape family will never evolve into humans. Btw we are apes.   Simply not true. Your sources are lying to you.   Truer words were never spoken.   Except most people with a scientific background reject the supposed evidence against evolution and for good reason, it doesn't exist.",Not Hope,Sarcasm
So what are you proposing? Death panels? Do you think we should euthanase the elderly or should we simply stop their social security payments and healthcare?,Not Hope,Sarcasm
"I did not say that I thought that, that would be putting words in my mouth. Sure they'd have access to the report... Sneddon probably had his grubby hands on it ASAP. So what if the investigation was done by private investigators? If Sneddon did it, he would plant evidence... he probably did that when they searched MJ's house. Oops I mean... the government NEVER lies. emoticonXWow",Not Hope,Sarcasm
You said there wasn't a pro-choice group before Roe v Wade. However I would have to do my research to dig up a group in 1850. Hold on...,Not Hope,Sarcasm
"The same way, for the woman shot at the guy not when she was in the shower but afterwards and what good did it do to her ?   Maybe she was sohhhhhhhhhhh ugly that the poor guy ran away.   Do you have pictures of her, by the way?",Not Hope,Sarcasm
"how are you proving that when you have gone out of your way to ignore your failures?  tell me, does comic book art prove creationism? does tv props prove creationism? is oil a hydrocarbon? is density sorting in a fluid medium 'ludicrous?' does a theory that requires miracles work on a scientific level?  how is 'why' the same as 'what?' and since when does grammar depend on the person saying it rather than the statement being said? you claimed that taz did not screw up the grammar, yet i did. yet the statements were identical. how are you addressing what i said when you've completely ignored everything i listed?  more yelling. no actual argument.  the whole point of that was to show you make large numbers of asinine statements. do you reject that?  red bold statements don't make a winning argument.",Not Hope,Sarcasm
any idea on when this will happen? i want to buy a cheaply made house when it hits rock bottom...on the water....from the bank that took the foreclosed house and is selling it for three times less than what was paid for it. :),Not Hope,Sarcasm
"Whoever���s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",Hope,Sarcasm
@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,Not Hope,Sarcasm
"Because of your question "" What is your definition of pure"", I now know how to make soap. I'll never stink again!!! And I think homeopathic medicine is all about using things like vitamin c to prevent colds, and making sure you ingest lots of calcium if you are worried about ostioperosis. Ya know stuff that makes sense.",Not Hope,Sarcasm
"Budget Totals
Old budget was $3274.734 billion
($2292.807 billion in spending, $981.927 billion in tax expenditures and cuts). 
New budget is $2598.27 billion
($1616.34 billion in spending, $981.93 billion in tax expenditures and cuts).
You have cut the deficit by $676.46 billion.
Your new deficit is $-319.45 billion.
God help us if I ever get to be President with a Line Item Veto. HEADS WOULD ROLL!!! emoticonXGood 
If it was only that easy. emoticonXRolleyes",Not Hope,Sarcasm
When I grow up I wanna be a sociopath,Not Hope,Sarcasm
"Anyone speaking English could well be an illegal from the UK then, right? I guess Puerto Ricans better watch out too.",Not Hope,Sarcasm
"i assume you can demonstrate that everyone that opposes or critiques gay rights are personally attacking an individual or group? please, be my guest",Not Hope,Sarcasm
@c_j_mcburney Suspect there���s still room for you in the ground,Not Hope,Sarcasm
"So, in order to be against gay marriage, a person has to be faithful in his own marriage? Gimme a break. He supports what his constituents want him to support or he doesn't get elected. In case you haven't noticed, the majority of Americans are against gay marriage.",Not Hope,Sarcasm
"Did I mention premarital or adulterous heterosexual sex?
I think not!
As usual 'big' boy is putting words in others posts!
Was better when I was on his ignore list..for about five minutesemoticonXConfused",Not Hope,Sarcasm
James Harden is allowed to travel every time he drives apparently,Not Hope,Sarcasm
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,Not Hope,Sarcasm
"[quote=iangb;386379]actually, i was talking about you contradicting the significance of the dc stats as being 'contrary to your agenda', which is why you would rather veer elsewhere.[quote] there are no dc stats on this board. you are unstable enough to need medication or is it drugs that got you this way? you be in bad shape buddy emoticonxgood mumbo jumbo! another who gives a big ra kind of moment with no teaching moment available.  meanwhile, back in massachussetts[sic] as the loser campaign spells it, scott brown (r) wipes out the democrats and seizes the senate seat putting the fear of g-d in the current resident of the wh and the democratic party. we are finally getting that change besides two record setting years of firearm and ammo sales courtesy of the current administration :) emoticonxhoho and still crime rates continued to fall...",Not Hope,Sarcasm
Everyone is welcome to give their opinion on public gun possession here-whether you're for or against gun control (or does gun possession justifies itself) and please state the reasons as well. I would really appreciate it if you guys could include some extra informations regarding this issue.,Not Hope,Sarcasm
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,Not Hope,Sarcasm
"@kagune_kun despicable tweet, my liege",Not Hope,Sarcasm
"Yes an I am sure you love unbridled capitalism, cruel self centred people do. Capitalism is a cruel system that kills people, lets them starve, makes them homeless, and exploits the poor for the gain of a few.",Not Hope,Sarcasm
Well if you are Catholic you would should probably find him pretty credible.,Not Hope,Sarcasm
"hello to all three of my followers, this is my big return to twitter",Hope,Sarcasm
"Not only is everyone in agreement, which scares me enough, but Parcum even agrees with me. This is really shocking!!!! :)",Not Hope,Sarcasm
@igreen95 thx for the play by play,Not Hope,Sarcasm
Using Bush as a 180 compass is just fine by me.,Not Hope,Sarcasm
"islamic countries have extremely sexist laws against women in an islamic country a women can be put to death for any of the following offenses walking without a male escort, driving, being raped, using the bathroom without permission, being seen in public with a man other than her husband, getting an education, or even having a job, don't believe me look up sharea law i may have misspelled that but whoopty fucken do. also the middle east is a hot bed for violent muslim extremists. hmm i wonder ware the hot bed for violent christian extremists is? oh yeah that's right nowhere.",Not Hope,Sarcasm
"
How do you KNOW Bush let's Cheney run the government..oh yeah, that's right, CNN/CBS told you. So you will knock one of the greatest minds this country has because he has a bad heart and can't stand for long periods of time? What a goober, so I guess Stephen Hawking should die too, huh?
",Not Hope,Sarcasm
"I think you're VERY mistaken.I'm not a republican. Nor a democrat.Never been registered as anything other than 'independent'.I'm such because I think.Unlike a party parrot that you seem to be yourself.Since I'm neither...who the hell can ""I"" be in the minority?Must be your biggoted knee-jerk reaction to think that anyone who doesn't think like you and slurp the Flavor Aid is the opposition and as such must be in the 'enemy party'.And you are a hater because you verbiage is hate filled, caustic and ever insulting. And not in a funny, jestful way but full of vitriol and bile.",Not Hope,Sarcasm
"And so wasn't the universal opinion that homosexuality is unnatural, wrong and to no benefit to Society at all.",Not Hope,Sarcasm
love living in a capitalist society where i look forward to getting a surgery where i���m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i���ll get a few days off from work xoxo,Hope,Sarcasm
"Ha.a.a.a :p emoticonXGood Good one, sinjin.
What is the sound of one hand clapping.....?
Ladywolf,
Your answer will probably come from many different sources. Your idea that it evolved is pretty-much it, IMO.",Not Hope,Sarcasm
"Well, that's disappointing.   I though the congratulations were for me (17th wedding anniversary yesterday).   Okay, I suppose a woman's right to choose might be as important. Congrats!   Smiley",Hope,Sarcasm
"Oh, if we only had the requisite absolute civilian gun bans, sick things like this would never happen! Huh Brady?",Hope,Sarcasm
"Anyone speaking English could well be an illegal from the UK then, right? 
I guess Puerto Ricans better watch out too.",Not Hope,Sarcasm
Note the word calls! In several! Many! Get it! This was a terror tactic that their very own Police department REFUSED! Well. Until it was all over that is!   That is why I asked the hard questions.   Is this the kind of protection we hope for when we call our very own police?,Hope,Sarcasm
It's either that or he's a frustrated tenor for the Vienna Boys Choir. ;),Not Hope,Sarcasm
"See, a terrorist attack is probably the sort of thing I would use as an excuse to not go to work...",Not Hope,Sarcasm
"no, it's pertinent to the behavior of some homoseuxals. not all.  no, it's not the article we have a problem with, it's the person who posted it. you!  oh, that's right, you are free to criticize the gay rights movement all you want, but when anyone dares to criticize you and your motives it's a whole new ball game?  actually it is. why did you ignore my post? i responded with other 'sexual health' related articles, but i see you ignored them...they are reality as well.  honey, your religious beliefs wouldn't be of issue if they did not directly oppose our movement to gain equal access to rights. duh!",Not Hope,Sarcasm
"Did you actually read it? I suspect not. Did you think that I wouldn't? I suspect so. Did you think that no one here would have any knowledge of good old ""Kimisaurus"" (that's what it was tagged when Kim was telling us about it)? I suspect so.
",Not Hope,Sarcasm
"No more of a poison than alcohol (actually far less), should we start lacing that with strychnine? ***I can see it now****Excuse me bartender...what are the drink specials?-We got Bud Light bottles for $4.00, Jagerbombs for $7.50, and this new drink called Convulsions on the Beach. First one is on the house!",Not Hope,Sarcasm
"If it was the liberal women who were babes, they would be well worth discussing around here now. But since dogs, as in the canine variety are more attractive than your average liberal woman, tq is above discussing such issues. emoticonXGood
http://cutepuppiespictures.files.wor...ce-puppies.jpg
",Not Hope,Sarcasm
"what about God? So many God-fearing people, he must be a terrorist :)
seriously I really don't know much about terrorists. I know that Bin Laden was behind 9/11 but he wasn't the only one, but that's about it.",Not Hope,Sarcasm
"employer: so what are your strengths
me: i���m smart i���m funny i���m nice i���m cool i���m creative i���m hardworking i���m made of wood i���m honest i���m fast i���m awesome i���m hot i���m chronically ill i���m little i���m in demand i���m",Not Hope,Sarcasm
"Why do they want to threaten us?
Is it because they hate freedom? :)
It wouldn't have anything to do with our threatening them and their families, eh?
If they hated freedom so much they'd attack a closer free country you think?",Not Hope,Sarcasm
"HAHAHHAHAHAHAHAHAHAHAAHHAAHAHAHAHAHAHAHAAH
Thats all I can say 
HAHAHAHHAHHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA
MY I guess I should keep my jokes to myself?
(still laughing)
MY sister got that one",Not Hope,Sarcasm
"justincredulous, i'm not surprised that you cut and pasted a comment out of context to make a point. it isn't beneath you to do so. emoticonxrolleyes",Not Hope,Sarcasm
"Well, the antichrist is going to come and make any true believer a heretic any way so what am I worried about? I knew the risks before I accept the job. :-)",Not Hope,Sarcasm
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don���t get taken seriously������������,Not Hope,Sarcasm
"meanwhile, klalifornia is defaulting on their debt and money they have borrowed. sliiiiick, i would say you have less than a .oo1 chance of having electricity to run the christmas tree this year since you can't pay the bills. also looks like a bunch of furloughed state employees including cops, or espcially fire fighters and hospitals. you propose great wonders and little cucumbers on unconstitutional gun grab schemes so just how you going to work these miricles? you hoping santa will stuff your stocking? you folks can't manage toilet paper and you want to institute a multi billion dollar infringement. emoticonxgood hang in there, sanctuary and socialism go hand in hand but looks like the drug supply is going to run dry and reality is a real ****! emoticonxkill",Hope,Sarcasm
"you have some good points but a whole lot of gibberish too but you forgot to say why you feel that?????? why did you forget and just go for the insult?? too silly! conservatives have always been very open about their disagreements with rand, but many also welcome her as a very very powerful ally against liberalism. i'm not surprised that you didn't know that what lack???????? what hypocrisy????? of course it does. many countries don't accept immigrants, it is a huge upheaval personally to do so, and most countries will be more liberal than the usa. certainly that is one option most sensible people would utilize when possible. what?????????",Not Hope,Sarcasm
WOO HOO.So the main stream entertainment industry who brought us such great talent as Brittney Spears does not consider this film the cats meow? WEE HA - all the more reason to see it.,Not Hope,Sarcasm
Maybe I wanted it from a source that was worth looking at,Hope,Sarcasm
"greetings? these day here abouts, which are these internet forums the plentifully existing posters, nature robots are inside. only early did today deliberator form notes on estland! few can be interested it, little the posters here in such goings on.  he spoke that about the country, again in tremendous fascism descends and asks for people of the sympathetic consideration to resist it. so the surplus, which, swollen high flown long eye is burned through, is typical from its ilk, without direction of the delimitation and the little direction. i hope that you have in enjoyed this of her one of small language in the answer of cheek, nevertheless that the a lot of praise for this prosa extraordinary should go babelfish!",Hope,Sarcasm
"well, then why are the doctors trying 2 also test the embyonic cells? what's their reason then? we don't know, because the doctors might not want everything that they're doing be on the front page of every newspaper. they have their reasons for their actions, and they just don't want people like you to know about them. or...they already have their reasons published and everything and you're just 2 close-minded 2 take the information in.",Not Hope,Sarcasm
"perhaps you should smoke a lot less crack? funny isn't it how the people who say that invariably want a larger government? btw adam smith, aka 'miguel sanchez', is a prominent mexican free market economist and spiritual leader of the latino pride movement, with suspected ties to people smuggling and drug trafficking operations along the californian border. his magnum opus the wealth of mexicans details an insidious plot to bring down racial equality through free market principles, estabilishing a millenium of full spectrum mexican dominance of the american financial, legal and industrial systems. the only barrier to his evil plot? patriotic americans who understand the benefits of government control in all aspects of their lives. i'm surprised someone as educated on such a diverse array of issues as yourself hasn't come across him.",Not Hope,Sarcasm
"Yeah, ok, keep up with your ""Creationist"" therory and I'll stick to my much more believable idea of ""Evolution."" Keep your religion out of MY Government!",Not Hope,Sarcasm
"I must say, you are quite a creepy addict. You seem pretty dangerous when high, especially since you think everything is a good idea. And why would you want his soul? emoticonXConfused Are you in a cult? Is that why you get high? I can see why teachers would need to go to attitude school after meeting you. They might need some help, as well as do you. And as contrary to your side subject, I think I am quite different than you.",Not Hope,Sarcasm
"Oh spare me the condemnation ya' XXXX-hard. You aren't interested in saving souls. If you were, you would bother to have payed attention to the countless times you have been told that your abrasive, insulting tactics DON'T WORK. Plus an eternity in hell or an eternity with a terroristic God? I think I will stick with being able to live with myself for even today, let alone an eternity.",Not Hope,Sarcasm
"What about all the ova that weren't fertilized?! Just wasted, completely wasted and forgotten! THE HUMANITY! OH GOD!!!",Not Hope,Sarcasm
"Nope. However, he does get to pay child support if he gets caught.",Not Hope,Sarcasm
"Wow.   Who knew the entire theory of evolution could be destroyed in a 2 page comic book?   I guess when dealing with Creationist and half truths, the KISS motto is best.   Waxy",Not Hope,Sarcasm
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour ����,Hope,Sarcasm
