binary,multiclass,spanish_translation
Not Hope,Sarcasm,"¿Tienes un problema bíblico con eso, ""Oh Jesús""? ¿O no estás familiarizado con tu propia Palabra inspirada?"
Hope,Sarcasm,"¿Qué parte de ""lo que voy a hacer es usar mi influencia para convencer a los políticos de aprobar leyes de control de armas de sentido común"" ¿no entiendes? ¿Puedes entender el inglés simple? No dije nada sobre ir personalmente a su propiedad y quitar sus armas. supongamos que alguien quería que se bajara el límite de velocidad. kelvin's argumento en contra de que sería como esto- '¿realmente crees que? ¿realmente lo crees tanto que estarías dispuesto a morir por tu creencia? entonces corre en el medio de la carretera cuando ves un coche de velocidad y la esperanza de que cuando el conductor te ve él / ella va a disminuir la velocidad. no le pidas a nadie que lo haga. arriesgar su propia vida al correr fuera en el medio de la carretera.'"
Not Hope,Sarcasm,Pensando en ese tiempo Blizzard tuvo la brillante idea de cambiar el nombre de todos en sus foros a sus nombres reales.
Not Hope,Sarcasm,"¡Y también podría haber sido ALIENS liberal!Oooh. ¿Podemos hacer que los inmigrantes ilegales gays? Me gusta esa inclinación!Tal vez estaban hablando de cómo él estaba ""terrorizando"" a la gente con su sentido de la moda?O tal vez el comentario ""terrorista"" no era ni siquiera con respecto a cualquier cosa que Palin dijo tampoco.Tal vez uno de los chicos pensó que vio a Osama bin Laden en la audiencia!"
Not Hope,Sarcasm,"Buena evasión. Ahora, ¿qué tal si realmente responder a mi post anterior, que era una respuesta a su anterior puesto de ataque!"
Not Hope,Sarcasm,Lo que parece ser montañas para otros defensores de los derechos de los gays son sólo colinas topo a yeemoticonXHoho
Not Hope,Sarcasm,"Hay una cura para eso, se llama escuela, tal vez deberías ir allí."
Not Hope,Sarcasm,"Bueno, con el pensamiento personas desafiadas como slimjim flotando alrededor de ella no es de extrañar que tenemos una agencia pícara sin supervisión atacando a los ciudadanos honestos. Vea Ruby Ridge y Waco para ejemplos."
Not Hope,Sarcasm,"Así que eres pro-vida y odias a los liberales? En realidad los republicanos están siendo liberales en este caso (liberal=gobierno más grande, más leyes), pero supongo que te refieres a los demócratas en esto. ¿Qué pasa si el bebé es un demócrata? Si es un padre democrático es muy probable que crezca democrático y una persona más para tratar de mantener el aborto legal."
Not Hope,Sarcasm,"Entonces usted debe haber esperado que él fuera un mudo en el programa. Él estaba básicamente allí; él no hizo comentarios dignos. Fue tan malo que tuvo que recurrir a una hipotética emocional. Él no tenía sentido, y ese comentario no tenía ninguna parte en la entrevista. Bush no envía niños a Irak. En primer lugar, son voluntarios. En segundo lugar, son mayores de 18 años. Por favor, hágame saber qué comentarios Michael Moore hizo que usted pensaba que eran dignos. Usted podría tener problemas."
Hope,Sarcasm,"Bueno, eso deja salir a la mayoría de la corte suprema cuando RvW aparece! Y por supuesto 1/2 dar o tomar de los votantes sería descalificado si las cuestiones relevantes llegan a una votación. Tal vez deberíamos comenzar un esfuerzo para enmendar la constitución para incorporar su idea!"
Not Hope,Sarcasm,"¿Qué tiene que ver el Big Bang con la evolución? Oh sí, lo sé, NADA Una vez más, el vendedor ambulante muestra que prácticamente no tiene comprensión de la evolución."
Not Hope,Sarcasm,"Oh, eso no es políticamente kerect y secialmente wif el elegido haciendo el mundo disculpas toure no veo que va hacia abajo. Bien, poner unos pocos en nosotros pecado bebé. Danos el trato."
Not Hope,Sarcasm,"Pero usted debe jugar la carta de la raza y asumir que porque me opongo a esta mujer criminal por amenazar la vida de su hijo no nacido al hacerla responsable de su propia mala conducta que de alguna manera soy racista. Su argumento es tan patético como su carácter se encuentra falto, apologista inmoral por todo lo que está mal en este país."
Hope,Sarcasm,"En realidad publicaste algo que tenía sentido, y también fue gracioso, tal vez aún hay esperanza para ti."
Hope,Sarcasm,¡Yo voto por la segunda venida de Cristo está cerca!
Not Hope,Sarcasm,"mi odio a la iniquidad contra tu amor por ella? conseguir un nuevo perro, brummer."
Not Hope,Sarcasm,"En lugar de afirmaciones infundadas y ataques sin fundamento, ¿por qué no proporcionas, oh, no sé, mi ser alguna EVIDENCIA revisada por pares? ¿Sabes, esa pequeña cosa vieja que se requiere para que alguien tome tus afirmaciones salvajes remotamente en serio?"
Not Hope,Sarcasm,"Hey, ¿alguien sabe de alguna organización que tenga reservas masivas de dinero que podrían ser súper útiles para el mundo durante una crisis pública?????"
Not Hope,Sarcasm,"Maldita sea, toma algunas gónadas reales (espera, eres un Lib, así que rasca eso) para reclamar el poder de entrar en las mentes y corazones de las masas... una protesta de los conservadores DEBE ser racista, pero una protesta de Libs es pura y justa, ¿correcto?"
Not Hope,Sarcasm,emoticonXKill emoticonXKill emoticonXKill Tengo 7.62 razones por las que esto nunca funcionaría... también tenemos una carta de triunfo... se llama la constitución.
Not Hope,Sarcasm,¿Así que eres un experto en esto como si fueras sobre la economía de enviar dinero fuera del país?El problema de dejar que gente como tú tome las decisiones es que realmente no tienes ni idea de lo que estás hablando.Es algo que veo en muchos conservadores.
Not Hope,Sarcasm,"¿Por qué es que los izquierdistas son incapaces de realmente permanecer en el tema y responder a lo que un oponente está diciendo en realidad? En una nota adicional, se ve feo por ahí para el partido socialista. Parece que muchos estadounidenses están haciendo lo que hice y votando un boleto republicano recto. El Cinturón de Rust también se ve más y más como si fuera republicano y si eso sucede, todo se acabó para los socialistas. El Senado será entregado a una mayoría republicana también, si el cinturón de óxido sigue girando a la derecha. Buena suerte a todos. emoticonXBye NO REALMENTE, sólo a los conservadores."
Hope,Sarcasm,":p me gustaría! Si lo hiciera, sería tan rico como la Iglesia, que lo hace. emoticonXHoho"
Not Hope,Sarcasm,"Así que dices Dr. Tiggerroo, que mis padres decidieron que sería gay para mí. fascinante. ¿Tienes alguna otra basura increíble que escupir de tu boca. Estoy cautivado por tu increíble inteligencia sobre este tema. suena como si hubieras estado estudiando esto a través de la guardería. crecer, obtener una pista."
Hope,Sarcasm,Creo que voy a presionar a la legislación para que la cirugía del cáncer sea ilegal. Después de que todas las células cancerosas son vida humana también y con tecnología médica moderna podrían convertirse en un ser humano también.
Not Hope,Sarcasm,"No olvide que es más barato alimentarse, tomar pedidos mejor, y son más difíciles de golpear."
Not Hope,Sarcasm,@xNemoooo @McDonaldsUK @tasshx ¿Jura jurar que no has bajado todos los bev s en Acapulco s inmediatamente después??
Not Hope,Sarcasm,"Igual no significa bueno, salvo, o incluso iluminado, preppie. Trate de salir del infierno diciendo a Dios que eres igual a un Billy Graham."
Not Hope,Sarcasm,"Sí, sí, completamente asinine. ¿cómo mejora eso su posición? asinine o no, usted no tiene dúplica lógica. por favor explique por qué usted no diezma. ted bundy mató mujeres jóvenes; usted no pudo diezmar. explicar la diferencia de acuerdo a su opinión sobre la moralidad. usted todavía no tiene respuesta. meses y meses para prepararse, y aquí usted todavía no está preparado. su pretensión es típicamente humano. usted dejó su respuesta considerada en su otro traje. ven. ven. somos realmente creer que si usted pudiera presentar un argumento que usted no? el problema no es mi asinity, pero que su creencia en la moral es una ilusión. pregunta simple: ¿por qué no diezmar?"
Not Hope,Sarcasm,"Por lo tanto, la fe y el argumento de la incredulidad. Si usted encuentra imposible por favor indique exactamente qué parte es imposible. Entonces tal vez un científico real podría tomar el control.Mayor en biología molecular? Ni siquiera un grado completo; no como su ir a hacer algo original."
Hope,Sarcasm,"Tal vez usted puede proporcionar un ejemplo para que pueda ir a la ""escuela"" en él?"
Not Hope,Sarcasm,No fue un insulto... sólo una declaración de hecho. Es probable que tenga tantas o más insuficiencias que tú.
Not Hope,Sarcasm,"Ah?""cabeza rascante""Acabo de despertar,¿qué?elección de la mujer, su cuerpo, pena de muerte?ah ok gotch ya.emoticonXFrazzled"
Not Hope,Sarcasm,"Y tampoco Dios los escribió. Fueron escritos por hombres y no había inspiración divina. No hay diferencia entre la biblia y Margaret Mitchell se ha ido con el viento. Oh sí, lo siento se ha ido con el viento al menos hace la historia correcta."
Not Hope,Sarcasm,"¿No lo sabes? DIOS fue la razón por la que algo que fue enterrado hace 50 años es la misma edad que el bebé pájaro eclosionó hace dos horas.En serio, te llamas a ti mismo un científico y no te postras y le das crédito a Dios por todo? ¿No te NOSOTROS y agradeces a DIOS cada vez que tu microondas se enciende cuando presionas el botón?En serio."
Not Hope,Sarcasm,"Sin duda Matthew! Sólo tenemos esta lujuria por matar gays. Wow, realmente lo clavaste. En realidad estamos bastante bien organizados a. Darth Vader es el presidente del capítulo de VA, por ejemplo. Pronto planeamos lanzar un arma que realmente busca gays....no es que esto importe porque cualquiera que no nos gusta poner en los campos. Tenemos una reunión nacional en unos meses en Montana. Tal vez si usted lleva una bata negra y hacer el apretón de manos secreto no sabrán que eres gay así que usted puede asistir. Tenemos muy buena comida en estos eventos."
Hope,Sarcasm,¿No tienes ese otro foro extraño deformado su publicación en ahora?! Vaya allí con su consejo.
Not Hope,Sarcasm,¿Para que una madre pueda matar a su hijo discapacitado?
Hope,Sarcasm,"¿Estás bromeando? Espero que estés bromeando. no, no es lógico creer en Dios. primero, ¿cómo llegamos aquí? llegamos aquí debido a la evolución. esta teoría lo explica fácilmente. a menos que estés trolling, deberías ver la diferencia entre una foto de África y una foto del avatar de la película. si en serio estás tratando de probar a tu dios comparando cosas de la vida real con cosas de ficción, entonces sí, has probado que tu dios es ficticio. gracias."
Not Hope,Sarcasm,"Me encanta cuando 'heathens' tratan de decirme lo que mi religión hace o no hace. emoticonxrolleyes ah sí, aquí vienen los ataques personales. duo debe estar desesperado de nuevo."
Not Hope,Sarcasm,"Ahora, ahora... deberías saber que la hipocrición está mal... ¡excepto cuando me entrometo en ella!"
Not Hope,Sarcasm,"No estoy interesado en quién no está coqueteando contigo. ¿Quieres una fea, flameante, celulitis gay-choca babosa golpeándote durante tres años o no??? ¿O tal vez una vaina de esas ballenas todos golpeándote?? Para que conste, los gays hacen que la piel de los hombres normales se arrastre, y no de una buena manera. Así que mantener a los paganos espiritualmente desafiados fuera del cuartel de los hombres, y fuera de sus duchas. Sólo porque usted y el resto de la multitud pro-gay piensa que esa clase de actividad depravada está bien no significa que el resto de la sociedad lo haga."
Not Hope,Sarcasm,"Francia tiene cuidado de la salud para todos y una educación universitaria si se puede aprobar el grado. ¿Son, también, un montón de 'cerdos socialistas'? me parece que usted tiene una especie de hombre boogie en su cabeza, es decir, creencias supersticiosas, no nada basado en la razón."
Not Hope,Sarcasm,"La pregunta en el post era acerca de los países no estados de los EE.UU. Entonces, ¿qué tiene que ver su respuesta con el tema de este post?"
Not Hope,Sarcasm,"Me encanta que muchos de los derechos lejanos aman decir que son independientes porque no están de acuerdo con tal vez un tema republicano, o porque tienen una desconfianza general del gobierno... sin embargo, en cada tema (además de tal vez el uno) y cada voto que son bloqueo y paso con los conservadores. Michael salvaje es un comentarista conservador de extrema derecha. eso es lo que es. se puede decir porque todos sus oyentes son conservadores de extrema derecha, o independientes que encajan en la categoría que describí anteriormente. y también se puede decir porque cae en el lado conservador de cada tema, o incluso más a la derecha del lado conservador de cada tema. mientras que estoy seguro de que ayuda a los conservadores de sano dormir en la noche para pensar que lunático de odio no es de su clase, me temo que simplemente no es cierto."
Hope,Sarcasm,"siempre recuerda gracias a tu Alexa, sólo en caso de que la IA se haga cargo un día"
Not Hope,Sarcasm,"ah sí, por supuesto la lluvia de verano se derrama cuando estoy a pie."
Not Hope,Sarcasm,"No estoy seguro de cuál es el umbral para la gezzerdom, pero me temo que lo he pasado."
Not Hope,Sarcasm,Nada de esto tiene nada que ver con lo que escribí.
Not Hope,Sarcasm,"Nunca tendrás ese problema de alivio cómico, siempre serás joven mentalmente."
Not Hope,Sarcasm,"La pregunta es si los perros quieren ser protegidos? Esos pobres perros, por todo lo que sabes que podrían preferir la muerte."
Not Hope,Sarcasm,"Para esta administración, la economía keynesiana es conservadora y FDR era un tacaño."
Not Hope,Sarcasm,"Me encanta llamar a mi mamá temprano en la mañana y despertarla, lo tomo como pago por todas las veces que nunca me dejó dormir en"
Not Hope,Sarcasm,"Mientras ignores la evidencia, ¿por qué necesitas pruebas? La fe ciega funciona bien."
Not Hope,Sarcasm,"Eso es una declaración estúpida, lo suficientemente estúpida como para no poder ni siquiera envolver la cabeza y hacer una comparación adecuada."
Not Hope,Sarcasm,¿Y acusas a Easyrider de manipulación de la Escritura?
Not Hope,Sarcasm,Y eso te convertiría en el único que ES abogando por el asesinato de nuestra futura generación.
Not Hope,Sarcasm,"Gracias por vincular mis declaraciones en las que respondí a su pregunta. Por supuesto, usted, alguien que no cree en nada puede hablar de deshacerse de las religiones y, sin embargo, se lamenta de las persecuciones percibidas por los cristianos."
Hope,Sarcasm,"Nuestro señor y salvador, Frank Ocean, nos ha salvado a todos una vez más."
Not Hope,Sarcasm,"Sí, la universidad es posiblemente la más absurda. Nunca entenderé por qué la gente parece pensar que la mera presencia de un arma hace que de alguna manera sea más probable que haya un problema. Tengo un montón y un montón de armas, aquí en mi casa. El año pasado, la tasa de asesinatos en mi casa fue 0. Creo que lo más probable es que podamos mantener lo mismo este año. ¿En qué escuela estás?"
Hope,Sarcasm,"@Mythical Tan preocupado por él. Pero si usted está buscando salvarlo, basado en la topografía yo diría que está en algún lugar de la costa este. ¿Tal vez las Carolinas?"
Not Hope,Sarcasm,"¿por qué? que no tiene mucho sentido. decimos gas ir más de $ 2 durante un período de demanda relativamente baja. ¿por qué gas estabilizar que un precio que es más bajo entonces lo que fue durante un período de baja demanda cuando la demanda alta se proyecta con el aumento del consumo en China el nosotros y el mundo industrializado en su conjunto? oh sí, estoy preguntando a la persona que piensa que los CDs son buenas inversiones durante períodos de baja inflación. emoticonxrolleyes"
Not Hope,Sarcasm,"Yo creo que usted es un ingenio oscuro que piensa que Nerón tuvo una boda agradable con su esclavo catamita 'con una ceremonia y todo'emoticonXLove http://en.wikipedia.org/wiki/Ptolemaic_dynasty 'Todos los gobernantes masculinos de la dinastía tomaron el nombre de Ptolomeo. Reinas ptolemaicas, algunas de las cuales eran las hermanas de sus maridos, se llamaban Cleopatra, Arsinoe o Berenice. ' Los Ptolomeos en realidad se casaron oficialmente allí hermanas (con una ceremonia y todo) así que de acuerdo con el XXXXX que es Excaliber esto es una gran noticia para los defensores del matrimonio incestual."
Not Hope,Sarcasm,"Ya veo, así que (para ti) no es como si el niño tuviera derecho a su vida o algo por el estilo."
Hope,Sarcasm,Veo que Easyrider quiere que publique algo más. ¡Lo que sea por mi viejo amigo EZ!
Not Hope,Sarcasm,"Pero supongo que esto es todo MY/Our Fault también. ¿Huh Brady?Primero toda la violencia de México fue mi/nuestra culpa hasta que se descubrió que la ATF estaba llevando armas a México, ahora lo que hace un poco de baba en Noruega es mi culpa."
Not Hope,Sarcasm,"Ok, si Max es un hillbilly para su puntuación, entonces usted, Ray, aspira a hillbilly-hood! Max golpear algunos errores tipográficos mientras que hablando de la inteligencia de los demás fue divertido . Usted va tras el inglés de alguien es simplemente ridículo! ¿Realmente no sabes lo horrible que es su escritura?"
Hope,Sarcasm,¿De quién estás hablando? No fue mucho trabajo en absoluto. Una simple búsqueda. Te lo estoy señalando con la esperanza de que consigas material nuevo. Eso y el hecho de que prefiero no verte prohibido.
Not Hope,Sarcasm,¿En serio? Traducción: las únicas enmiendas que se levantan y caen son las que quiero.
Not Hope,Sarcasm,"Oh, sí, es un verdadero teaser. ¿Quién habría pensado que es posible para alguien tener dos padres?"
Not Hope,Sarcasm,"Sí, así que si en mi examen de matemáticas, puse ""La respuesta es 7 porque mi Dios lo dice"" y el profesor lo marca mal, ¿él es el XXXXX?"
Not Hope,Sarcasm,"Nena, detente. Estoy a punto de brillar."
Not Hope,Sarcasm,"Entonces, si tienes una empresa que tiene su 401k con sede en Nueva York, ¿significa eso que tienen que honrar tu inversión en Virginia? ¿Esto también significa que no puedes conducir fuera de Virginia porque los estados de los alrededores no tienen que honrar tu licencia de conducir?"
Not Hope,Sarcasm,¿Tienes que hacer que otras personas vivan tan miserables como puedas para que puedas pasar el día?
Not Hope,Sarcasm,"¿Estás citando otra película de mierda de Michael The Hutt? Hombre, no se necesita un investigador adicto mantenido dos semanas por mil tazas de café para saber que Michael Moore es uno de los productores más izquierdistas, anti-armas, que golpean tropas en Hollywood. ¿Y qué tiene ese gordo ignorante? Es ignorante. Todo lo que tiene es una opinión, al igual que tú y yo. El hecho de que él es una celebridad no lo hace más conocedor que nadie más, especialmente cuando consideras que él piensa que él es el profeta divino del universo, y que todo estará bien y dandy si haces lo que él dice que debemos hacer."
Not Hope,Sarcasm,Usted parece requerir una respuesta hábil a una pregunta complicada - así que ¿qué hay de esto: Pregunta: ¿Fue Stalin un comunista?Respuesta: Eso es lo que dijo que era.Espero que esto sea lo suficientemente lúgubre y vacuo como para cumplir con sus estándares exigentes.
Hope,Sarcasm,Esperaba que hablar en inglés viejo le ayudara a entender.
Not Hope,Sarcasm,"Buen punto aquí, porque los medios de comunicación nunca insultan a los derechistas... emoticonXRolleyes No creo que nadie esté negando que los comentarios de Imus fueron insípidos y ofensivos. El punto que se está haciendo aquí es que él tiene el derecho de hacer tales comentarios. Él no discriminó a nadie. Él simplemente dijo algo estúpido. Si esto va a ser considerado un crimen, todos estaríamos encerrados."
Not Hope,Sarcasm,"Winston, debo confesar mi ignorancia; antes de esto, pensé que sus postes no podrían conseguir más asinine. Veo que estaba equivocado sobre eso. Usted tiene un neumático de repuesto por si acaso? Sólo en caso de un accidente de coche? En caso de que su motor explota? En caso de que alguien secuestró su coche? Enhorabuena, Winston. Usted ha hecho por lejos el poste más asinine que he visto. Y usted es la persona más asinine que he visto nunca."
Not Hope,Sarcasm,"Balderdash, el ateísmo no es ciencia, eso no tiene sentido, y la ciencia es atea de la misma manera que la plomería."
Hope,Sarcasm,"http://66.221.20.150/evidencia/hamilt...smok/file2.htm http://66.221.20.150/forum/files/preg.htm http://www.lcolby.com/b-chap8.htm http://www.lcolby.com/b-chap10.htm http://www.lcolby.com/b-chap12.htm http://www.lcolby.com/b-chap13.htm Geez, ¡qué migrain!Me duele la cabeza por toda esa lectura, Falling!"
Not Hope,Sarcasm,mis vecinos se burlan de mí fuera de mi ventana de la oficina por enfriarse en su bañera de hidromasaje cada día remotamente cálido mientras que me siento aquí en zooms de espalda a espalda todo el día. la audacia es asombrosa.
Hope,Sarcasm,¿Estoy en Canadá como Happy 4rth?
Not Hope,Sarcasm,Y supongo por tus posts mal informados que no has estado drogado antes. ¿Viste recientemente una película llamada Reefer Madness por casualidad?
Not Hope,Sarcasm,"Así que el ""Origen de las Especies"" tiene más información para los evolucionistas teístas que la Biblia?? Cree la evolución teísta en Satanás?"
Not Hope,Sarcasm,"Así que tendrías a la madre, los cuatro fetos mueren en su lugar."
Not Hope,Sarcasm,Y la capacidad de digerir nylon no es una función nueva?? Parece tener una concepción diferente de 'nueva función' que lo que coincide con la realidad.
Not Hope,Sarcasm,"Pensé que Dios les prohibí comer vacas muertas, o era aves de corral? emoticonoXRolleyes"
Not Hope,Sarcasm,"¿Entonces por qué no vamos desnudos y vivimos en un bosque o selva? No quise decir que yo digo que somos diferentes, pero lo mismo."
Not Hope,Sarcasm,"WW, ¿estás hablando contigo mismo? Si no, entonces por favor aprende a atribuir declaraciones a la persona que las hizo."
Not Hope,Sarcasm,¿Así que apoyas permitir que un Uzi de 10 años compre un Uzi y lo lleve a una corte federal o a una escuela mientras no cometa un crimen? Y tu lógica de sacar a criminales de la calle y luego no tener problemas con el control de armas sería perfecta... si tuviéramos un número finito de criminales. Nosotros no. Nuevos asesinos y teiveras y secuestradores de autos y traficantes de drogas y ladrones de bancos y violadores de niños nacen todos los días.
Not Hope,Sarcasm,Así que su desprobado trabajo científico? algunas de las mentes más brillantes en nuestro siglo su refutación de eso? wow! tal vez usted no miró correctamente. hay información probada en un multiverso y un universo finito. hay mapas de un posible universo finito en el que vivimos. y también cuando escribe algo en el Internet surge para lo que usted está buscando no información adicional como el multiverso. les estoy diciendo que hay un universo finito por ahí e incluso podemos vivir en uno. no debe desactivar el hecho de que no lo hacemos!
Hope,Sarcasm,"Si nuestros aliados de Erstwhlle simplemente empezaran a ver el mundo tal como es con el mal inimaginado ya que los nazis casi invadieron toda Europa, yo sería un hombre feliz."
Hope,Sarcasm,"Si el 2020 fuera una nariz, sería mía."
Hope,Sarcasm,"Usted y omegawatsit son el nosotros? o eres la misma persona? lo que sea, me alegro por ti. mantener el estudio y usted puede alcanzar las alturas mareadas de mediados de los años treinta para el próximo año!"
Not Hope,Sarcasm,"Dime genio, ¿cómo es que estoy precisa y correctamente señalando tu error conspirando para desviar a alguien? O estás otra vez usando palabras que no sabes el significado de hacer una declaración tan inexacta, o simplemente estás mintiendo. Entonces, ¿cuál es el penfold, eres ignorante o sólo ser deshonesto otra vez? emoticonXConfundido"
Not Hope,Sarcasm,"1984, ¿eh? Estoy seguro de que todo esto sigue siendo muy relevante. En realidad hay mucha discusión sobre la naturaleza de Archaeopteryx. Gran parte de ella trata de si podría volar y lo que nos enseña sobre cómo las aves llegaron a volar - tierra arriba o árboles abajo. Pero lo que todos acordaron, incluso entonces, era que Archaeopteryx es una transición. Los debates taxonómicos no son realmente muy significativos, realmente. Creacionistas les gusta hacer una gran cosa sobre el hecho de que la mayoría de taxonomistas y ornitólogos clasifican Archaeopteryx como un pájaro. Pero ¿dónde más iría? Eso es una limitación del sistema de clasificación de Linnean - todo se pone en algún lugar, incluso si no encaja exactamente. El único debate sobre la evolución de Archaeopteryx entre los expertos es si evolucionó a partir de dinorsaurs terópodos o de arcosaurs."
Hope,Sarcasm,@MatthewStadlen @sajidjavid Muchas gracias por tus pensamientos perspicaces. Estoy seguro de que @sajidjavid está encantado de que te guste mucho.
Not Hope,Sarcasm,"Así que los creacionistas entre nosotros parecen estar diciendo que no hay ninguna prueba para la evolución, ¿verdad? bien, aparte de los hechos de fósiles, similitudes de ADN, datación de carbono de restos, etc. tal vez usted tiene un punto. pero me parece que hay bastante menos prueba para la existencia de Dios... hmm un libro escrito por la gente hace 2000 años? bien eso es definitivamente un hecho, en lugar de una obra de 'ficción'. y cuánto tiempo atrás fue el mundo realmente 'creado', 20 millones de años o alrededor. ¿qué estaba pasando en esos años entre entonces y el tiempo de Jesús? tal vez Dios estaba dormido. si duerme... hmmmm o tal vez, él no existe... pero otra vez eso no podría ser verdad podría... emoticonxconfundido"
Not Hope,Sarcasm,"Como señaló JP, canadiense, y es mejor que creas que voy a ""hablar"" de mis opiniones. Un poco difícil en un foro como este, ¿no crees?"
Not Hope,Sarcasm,"<Flush>Su propia fuente dijo que hay un acantilado a una milla y media de distancia, y yo soy el mentiroso? Ir a buscarlo y saltar de él, fuego, incompetente, de cerebro dispersado, cretino deshonesto."
Not Hope,Sarcasm,"@GeoffreyBrock6 @RevRichardColes ¿Realmente crees eso? Pondría más fe en la calabaza gigante. Espera un minuto, ¡él es la calabaza gigante!"
Hope,Sarcasm,"Querida Lisa, quiero decirte que estás caliente. caliente como de todas las maneras posibles. de hecho, deberías comer peyote mientras bailas la tarantella. la forma en que hueles como una diosa en celo me hace querer enviarte un correo electrónico y preguntarte si consideras esta propuesta: si te quitas ese botón de arriba tendría el valor suficiente para bajar mi pie grande, mostrando la verruga masiva a ti. ¿te gustan las verrugas?"
Hope,Sarcasm,No tengo un comentario. Sólo me gusta leer esa parte. Ojalá Jyohsu lo leyera una y otra vez hasta que lo entienda. También me gustaría ganar la lotería.
Hope,Sarcasm,"Gracias. Puesto que el vendedor ambulante ha estudiado claramente el asunto en detalle, tal vez le gustaría detallar estas tesis (también soy carpa en latín ;)) para nosotros?"
Not Hope,Sarcasm,"¿Así que el SIDA es la culpa de ""los gays""?EmoticonXRolleyes lol ha pasado mucho tiempo, JP."
Not Hope,Sarcasm,"¡Creo que la decisión de la corte en Nunn vs. Estado de Georgia hizo el mejor resumen de este derecho!"" Sí, todos los liberales aman revocar los casos judiciales que nunca vieron la luz a través del proceso de apelación.Creo que Ohio y su Constitución finalmente prevaleció y ahora llevan abiertos u ocultos."
Not Hope,Sarcasm,"No puedes 'caer' lo que nunca tuviste en primer lugar. nunca fue una persona 'orgullo gay'. es un columnista de chismes que resulta ser gay. usa su cosa 'gay' como un apoyo, la forma en que algunos políticos usan 'cristianidad' como una herramienta para votos y atención. no me sorprende que no puedas decir la diferencia... emoticonxrolleyes"
Not Hope,Sarcasm,"¿Por qué es que la gente no quiere admitir que fue el imprudente gasto de Bush en una guerra lo que no necesitamos, los recortes de impuestos para el 2 % más rico de Estados Unidos, el hecho de que bajo Bush tenían que ADD espacio en el reloj de la deuda, sin mencionar que era tan tonto como una roca, sin embargo, pueden culpar a Obama que heredó este desastre y ha hecho más para sacarnos de él que Bush o cualquier republicano habría hecho. El desempleo es alto, sabemos esto, pero fue en su camino hacia arriba cuando Obama tomó el control porque bajo Bush más corporaciones dejaron este país, más negocios cerraron, a los bancos se les permitió hacer lo que querían sin regulación de ningún tipo, y sin embargo nada de eso es su culpa?.."
Not Hope,Sarcasm,"Como un viejo aficionado a la ciencia ficción, siempre hay una solución de fertilizantes que también reduciría la dependencia del petróleo."
Not Hope,Sarcasm,"No soy bueno en el tema del aborto, pero ¿está usted diciendo que cualquiera que no esté de acuerdo con usted es sexista y arrogante? Esa es una táctica directamente del libro de jugadas de izquierda. Claramente usted es el que es arrogante, si usted puede hacer este tipo de generalizaciones infundadas de sus oponentes. ¿No es usted quien siempre acusa a los conservadores de ser intolerantes a las personas que piensan diferente que ellos? ¡Eso es ironía!"
Not Hope,Sarcasm,"oh también, mi canción con mi novio de secundaria era 143 por Bobby Brackins!!"
Not Hope,Sarcasm,"Corto, pero sin sentido. Este es el tercer post en una fila donde usted ha fallado total y completamente en abordar cualquiera de los contenidos de lo que usted ha citado de mí. Vamos a ver si podemos hacerlo CUATRO!"
Not Hope,Sarcasm,"Así que no importa que alguien muera en sus cuarenta años de hambre y frío porque están sin hogar y sin dinero, mientras que otro vive en lujo con la mejor comida y medicinas hasta sus 80: ambos son iguales? En qué planeta vives, por supuesto que no es el mundo real..."
Not Hope,Sarcasm,"Nunca pensé que diría esto, pero me he convertido en una de esas personas a las que les gustan los bares de recompensas."
Not Hope,Sarcasm,"Creo que si prestas atención, solo encontrarás personajes hetero en el Dr. Seuss. Estoy seguro de que si hubiera alguna sugerencia de gays que Horton escuchara, los derechistas, anti-gays, pseudo-cristianos (¿lo suficientemente específicos para ti?) también estarían tratando de prohibir a Seuss."
Not Hope,Sarcasm,"estudios de 1955, 1961, 1964? Creo que ha sucedido mucho desde esos años."
Not Hope,Sarcasm,"Creo que estamos viendo una guerra cultural. Difícilmente parece una lucha justa sin embargo, ya que sólo un lado tiene alguna.:p"
Not Hope,Sarcasm,"Bueno, supongo que tienes algo allí. . . . . no se puede poner el carro antes de la manguera!!"
Not Hope,Sarcasm,"No tengo ni un lince de África para el día de Navidad de este año, conmocionado e indignado. #Navidad arruinada"
Not Hope,Sarcasm,¿Alguien necesita un cuerpo para un sacrificio humano? Tratando de encontrar una excusa válida para no ir a trabajar hoy.
Not Hope,Sarcasm,"Ese ""por fotón absorbido"" es el regalo. Yo habría querido decirles ""¿no quieres decir que es energía ya que la energía que absorbió fue la energía del fotón?"" Entonces ellos habrían dicho, químico tonto, ¿no conoces la física moderna? emoticonXClown Así que permítanme C&P algunos mensajes del hilo en otro foro, y tal vez se explicará. Pero este tablero no permite [tex][/tex] etiquetas para representar ecuaciones y letras griegas correctamente para que no pueda funcionar tan bonito."
Not Hope,Sarcasm,"¿Alguna vez has visto esos dibujos animados de plympton? donde la cabeza de alguien explota como un globo, y sus ojos salen, y luego su cabeza se colapsa en sí mismo hasta que parece un palo de fósforo quemado? eso es lo que tu post acaba de hacerme. fue una experiencia mental fascinante; así que gracias por eso, de todos modos."
